age,annual_income,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,employment_years,num_open_accounts,num_derogatory_marks,late_payments_2yr,loan_purpose,default
46,102056.44,6878.94,48,649,0.379,4.5,7,1,0,business,0
55,108275.57,20707.53,36,816,0.2255,0.8,9,0,0,education,0
29,72935.05,9958.38,48,668,0.2472,13.6,9,0,2,education,0
41,43697.83,35619.31,24,737,0.2785,1.9,15,0,1,debt_consolidation,0
51,48911.11,12687.47,36,802,0.2343,5.9,12,1,0,education,0
25,61271.23,6750.61,48,581,0.1569,1.8,11,1,0,debt_consolidation,0
42,58172.74,10880.46,12,691,0.5256,22.7,6,2,0,business,0
48,29956.08,15142.43,24,603,0.2247,0.4,17,0,0,education,0
31,64540.74,20121.76,36,691,0.5191,29.4,5,0,0,debt_consolidation,0
44,68265.46,21882.74,60,815,0.7272,6.2,14,0,0,personal,0
54,42509.36,8166.3,24,569,0.167,2.9,10,1,0,personal,0
32,63548.83,8424.9,48,620,0.2541,5.0,7,0,0,business,0
62,35729.26,23042.41,60,615,0.0732,5.5,14,0,0,home_improvement,0
40,71122.63,10059.96,36,718,0.4066,0.5,17,0,1,debt_consolidation,0
32,44410.9,30551.17,48,657,0.041,5.6,17,2,0,home_improvement,0
25,73123.8,8707.0,12,816,0.1315,8.9,17,0,0,personal,0
44,80130.09,3248.6,36,648,0.554,0.9,19,0,1,education,0
26,85065.45,10647.56,60,825,0.1588,1.7,7,0,0,debt_consolidation,0
26,109275.58,11011.26,12,649,0.3396,3.7,4,0,2,debt_consolidation,0
39,76722.59,24761.19,36,615,0.4276,3.1,6,0,0,debt_consolidation,0
38,63966.52,17233.02,24,813,0.3215,6.3,5,0,2,business,0
24,88188.63,11024.38,24,675,0.2303,5.2,9,2,0,debt_consolidation,0
64,25475.44,8601.47,24,607,0.1896,0.4,15,0,2,home_improvement,0
29,54308.0,20206.3,36,803,0.6873,0.9,5,0,0,personal,0
61,52940.62,6603.11,24,614,0.1687,7.9,14,0,0,home_improvement,0
44,45509.11,3780.92,36,667,0.2033,0.2,7,0,0,business,0
44,59667.29,15266.25,48,743,0.1969,1.0,8,0,1,home_improvement,0
23,117293.04,23095.19,24,599,0.3902,1.9,9,0,0,debt_consolidation,0
60,59388.75,13822.97,48,664,0.247,7.1,11,1,0,business,0
42,77785.5,16438.04,48,612,0.0635,2.8,19,0,0,home_improvement,0
45,44320.65,13437.54,60,627,0.3055,2.2,6,0,1,debt_consolidation,0
59,46057.87,16057.2,48,688,0.2682,3.7,2,1,1,debt_consolidation,0
41,41909.79,11389.38,48,632,0.2267,1.2,5,0,0,home_improvement,0
60,46455.67,24109.04,12,569,0.1098,2.1,16,0,0,personal,0
48,102461.66,18447.64,24,784,0.3514,10.1,9,0,0,education,0
60,55218.17,16324.7,12,707,0.3437,3.3,3,0,0,personal,0
28,45949.43,10341.4,36,709,0.1828,9.6,17,0,2,debt_consolidation,0
54,76501.65,19836.92,60,651,0.3844,0.6,6,0,0,business,0
50,67610.5,7624.97,24,850,0.211,1.7,13,0,0,home_improvement,0
31,107539.39,25812.37,48,586,0.43,6.1,1,0,1,business,0
31,73985.8,9719.55,60,703,0.2814,2.0,2,0,1,debt_consolidation,1
33,100384.83,16997.94,12,689,0.0902,1.4,13,1,0,home_improvement,1
24,35928.22,15836.67,36,706,0.1601,3.9,12,0,1,home_improvement,0
24,62446.22,20399.83,48,623,0.3242,0.3,7,0,0,personal,0
34,83200.04,27985.79,36,775,0.3042,1.4,4,0,0,business,0
52,48078.48,18872.27,60,718,0.3615,2.5,10,0,1,business,0
48,67300.45,8814.05,60,618,0.1879,1.4,11,1,0,education,0
27,35474.41,21186.97,48,683,0.2557,0.2,6,0,0,debt_consolidation,0
48,63657.8,19086.86,24,629,0.1961,2.4,10,0,0,business,0
56,28421.54,18941.2,60,735,0.2937,2.9,5,0,1,education,0
30,45662.96,18823.82,60,609,0.2143,18.4,16,0,0,business,0
27,33146.64,5863.78,36,601,0.4459,2.9,3,0,1,business,0
27,59429.71,19329.08,24,655,0.6399,1.2,14,0,2,personal,1
61,78085.42,27250.31,24,608,0.0609,5.1,2,0,0,education,0
47,30597.28,6219.69,36,714,0.2313,0.9,15,0,0,debt_consolidation,0
64,76874.77,7170.01,12,688,0.1495,7.1,1,0,0,debt_consolidation,0
40,49807.61,21273.11,36,610,0.4183,15.0,15,0,0,debt_consolidation,0
37,20000.0,10224.94,24,605,0.1953,1.2,9,0,0,business,0
62,83868.08,17247.11,60,789,0.4318,4.0,19,1,0,business,0
44,74545.38,14010.31,60,620,0.0654,0.6,13,0,0,debt_consolidation,0
32,55435.77,19194.16,24,670,0.0989,0.6,8,0,0,education,0
37,86484.29,19122.43,12,655,0.0573,0.5,3,0,0,debt_consolidation,0
50,117288.79,13325.94,36,807,0.4734,15.8,2,2,0,education,0
59,67731.33,25665.44,60,645,0.3841,1.5,9,0,1,debt_consolidation,0
41,94403.29,16424.2,36,589,0.338,1.5,8,1,1,education,0
42,24123.27,18268.71,24,677,0.4505,7.2,8,0,1,education,0
49,74980.91,5236.51,24,842,0.3464,5.4,17,0,1,debt_consolidation,0
54,76678.46,8176.64,24,847,0.5783,6.6,18,0,0,debt_consolidation,0
61,76235.99,1000.0,12,778,0.4624,0.1,16,1,1,business,0
47,29726.2,19983.37,12,751,0.3768,0.4,16,0,1,debt_consolidation,0
31,51179.2,9376.67,60,850,0.56,2.3,7,0,1,home_improvement,0
55,72873.15,15684.18,48,698,0.0298,17.1,11,0,1,business,1
30,63184.34,14491.8,24,645,0.159,11.2,3,1,0,business,0
57,56233.64,18555.61,60,725,0.2483,0.8,17,0,0,business,0
32,81386.28,1000.0,60,690,0.1715,0.3,16,1,0,home_improvement,1
31,47728.36,4274.48,36,685,0.1056,4.5,11,0,1,personal,0
28,55059.8,10104.81,24,670,0.2202,6.0,5,0,0,personal,0
59,79284.49,12626.5,48,736,0.3425,1.0,2,0,1,home_improvement,0
37,93331.87,10767.77,60,622,0.1105,9.5,16,1,0,education,0
47,72419.83,20697.07,12,718,0.1751,1.2,4,0,0,debt_consolidation,0
53,105229.23,3053.94,12,550,0.3312,4.1,6,0,1,debt_consolidation,0
52,104351.3,13494.46,48,713,0.1635,5.3,4,0,1,home_improvement,0
53,109386.49,15131.93,60,638,0.0391,4.4,8,0,0,personal,0
33,39724.92,12254.13,48,648,0.3066,0.0,7,1,0,debt_consolidation,0
48,62681.09,10696.22,24,692,0.1111,2.0,7,0,0,personal,0
43,68386.95,6451.98,36,709,0.3354,1.7,11,0,0,home_improvement,0
36,39823.61,18839.76,48,712,0.4052,1.0,2,0,1,debt_consolidation,0
29,60038.42,3811.47,36,627,0.1378,9.1,8,0,1,personal,0
25,47753.61,15395.58,24,683,0.6306,22.8,17,0,0,home_improvement,0
29,20000.0,6297.35,12,681,0.4884,3.7,14,0,0,business,0
44,38522.23,19695.93,60,677,0.7779,9.4,6,2,1,business,0
37,65671.05,11583.21,36,625,0.2221,5.3,7,0,0,debt_consolidation,0
55,107523.0,24412.23,60,646,0.3881,2.5,2,0,2,debt_consolidation,0
43,32250.82,20519.75,48,713,0.4287,0.5,10,0,1,education,0
44,95882.68,1000.0,12,625,0.432,4.8,5,0,1,personal,0
26,65012.91,29325.2,24,741,0.2361,2.9,3,1,0,home_improvement,0
58,61640.07,17148.03,36,644,0.1531,3.0,5,0,0,debt_consolidation,0
28,44059.16,18494.02,12,616,0.2695,0.4,16,0,0,debt_consolidation,0
58,53876.8,13124.06,60,786,0.4256,4.0,4,0,0,education,1
47,58619.42,23357.92,36,656,0.0723,5.7,16,0,0,business,0
49,83296.71,13387.61,24,618,0.2092,3.8,9,0,0,home_improvement,0
25,61133.07,10055.04,36,735,0.5377,4.5,16,1,0,debt_consolidation,0
53,109753.98,15662.78,24,617,0.3404,2.0,5,0,1,personal,0
59,36046.58,10489.04,48,763,0.1278,0.6,17,0,0,education,0
30,101596.89,23046.67,24,650,0.1653,1.8,8,0,0,education,0
57,47136.89,12121.6,12,687,0.3738,0.6,14,0,0,home_improvement,0
47,49633.64,29909.08,24,691,0.3758,14.5,2,0,1,personal,0
32,75317.52,21382.38,60,632,0.1389,21.1,3,0,0,home_improvement,0
41,35758.15,18340.36,12,655,0.4017,0.6,12,0,1,education,0
59,104420.32,11512.48,36,768,0.1772,3.4,11,0,0,personal,0
36,62109.77,16359.56,24,739,0.2804,3.7,12,1,1,education,0
56,68038.58,17306.53,24,719,0.2886,0.0,4,0,0,education,0
30,65693.63,8442.04,48,434,0.3786,18.9,3,0,1,debt_consolidation,0
54,88925.37,19853.96,12,657,0.1539,7.5,11,0,0,debt_consolidation,0
32,44662.99,16759.0,12,806,0.3843,0.7,17,0,0,home_improvement,0
43,34928.27,13555.77,24,482,0.0631,4.2,15,0,2,debt_consolidation,0
27,69756.08,12590.69,48,723,0.0836,10.8,3,0,0,business,0
58,61807.6,1648.68,60,692,0.0663,7.2,6,0,0,home_improvement,0
42,54894.2,32316.76,60,532,0.1862,2.9,7,0,0,home_improvement,0
33,88634.58,15507.86,24,777,0.5824,16.1,8,0,2,business,0
28,56156.63,14730.65,12,622,0.483,9.5,9,0,0,home_improvement,0
23,30165.93,11154.79,60,489,0.5522,5.8,3,0,0,personal,0
60,139607.63,21270.0,48,688,0.217,10.9,13,0,0,personal,0
62,46356.88,10280.35,48,687,0.3119,2.2,17,1,0,education,0
45,80208.3,14234.86,24,645,0.2558,7.8,5,0,0,education,0
47,61876.19,23583.05,12,645,0.2852,11.8,9,0,1,business,0
46,20000.0,5164.2,60,717,0.1825,17.2,1,0,0,debt_consolidation,1
41,45441.17,20417.27,48,535,0.1567,7.0,13,1,0,home_improvement,0
61,59916.36,29126.39,60,731,0.3868,1.1,11,0,0,education,0
62,20000.0,21055.03,24,581,0.4083,1.4,13,0,1,business,0
63,37499.99,25955.03,60,775,0.0985,1.6,13,0,0,education,0
23,49337.68,3211.69,36,656,0.4658,19.1,7,2,1,education,0
63,56930.65,10029.81,36,772,0.2083,5.7,19,0,0,personal,0
56,96923.09,15606.98,12,461,0.3256,5.8,15,0,1,business,1
54,58819.01,33003.89,36,675,0.2266,1.4,17,1,0,home_improvement,0
38,50300.88,7270.25,48,640,0.4004,3.1,2,0,2,personal,0
43,87455.09,8055.4,24,643,0.343,13.3,13,0,0,personal,0
22,43570.45,21993.83,36,679,0.3558,0.3,6,1,2,business,1
58,109913.43,20029.15,36,666,0.2249,7.0,15,0,0,business,0
51,46380.9,20711.56,12,651,0.0719,0.1,8,0,0,home_improvement,0
27,55114.96,20661.89,60,777,0.2389,6.7,15,2,1,personal,1
62,59034.64,9717.13,36,517,0.0854,8.9,15,0,0,debt_consolidation,0
35,80267.21,16936.91,24,797,0.1251,8.2,7,1,0,education,0
57,86736.6,10443.64,12,739,0.1978,23.3,18,1,1,debt_consolidation,0
54,72927.09,18817.29,12,695,0.3296,0.3,7,1,0,personal,0
59,51593.16,16020.54,12,753,0.3922,3.1,4,0,0,business,0
60,35544.49,3856.23,48,705,0.3636,1.0,9,0,1,personal,0
27,73754.81,25211.04,36,849,0.2168,3.8,15,0,0,home_improvement,0
47,78552.8,17936.47,12,566,0.4366,9.8,18,1,0,personal,0
45,87186.42,15173.74,24,672,0.2672,7.5,18,0,0,personal,0
54,31773.28,18249.94,36,640,0.5588,0.1,17,0,0,debt_consolidation,0
29,65705.05,8099.43,36,832,0.4141,2.1,4,0,1,education,0
64,34128.54,21367.44,48,688,0.1361,0.7,14,0,0,home_improvement,0
55,68676.17,20216.02,36,732,0.1385,8.8,15,1,0,business,0
55,50754.55,17944.44,36,834,0.0854,12.6,3,1,2,debt_consolidation,0
45,47593.76,21775.59,24,700,0.4401,1.0,15,0,0,personal,0
23,97757.72,1000.0,48,725,0.6646,5.6,16,0,1,business,0
29,93173.15,19746.3,60,707,0.6276,1.4,13,0,1,personal,0
46,70225.7,18935.72,48,644,0.3088,4.0,11,1,0,education,0
51,50204.29,13086.16,48,738,0.2651,11.8,19,0,1,business,0
53,83142.0,19164.47,48,819,0.2943,0.8,9,0,0,education,0
51,87530.0,11671.76,60,740,0.3947,2.6,16,0,0,education,0
28,64519.53,6583.85,24,667,0.4141,4.3,11,0,0,personal,1
45,85233.24,15237.53,36,720,0.4199,4.2,16,0,0,education,0
30,65327.42,20831.69,24,678,0.886,4.2,7,0,1,debt_consolidation,1
37,51624.84,28052.62,24,750,0.3602,0.7,9,0,1,debt_consolidation,0
23,72471.35,17768.73,12,694,0.0475,4.1,1,1,1,personal,0
56,37110.87,8467.05,48,662,0.1408,0.2,6,0,2,education,0
55,40967.74,8117.87,12,794,0.3981,4.2,5,1,0,personal,0
43,24641.94,14548.91,12,664,0.1464,1.0,4,0,0,home_improvement,0
40,103205.02,6667.71,48,610,0.4525,8.3,5,0,0,business,0
42,51715.39,30110.45,12,750,0.4234,3.7,5,0,1,home_improvement,0
33,97861.68,24535.15,24,756,0.241,2.7,8,0,0,home_improvement,0
32,20000.0,20035.85,60,718,0.3834,1.5,4,1,0,business,0
40,127212.53,25998.12,24,755,0.4339,3.3,5,0,0,business,0
27,59518.42,17187.51,36,630,0.5251,1.6,10,0,0,personal,0
63,72218.85,16343.57,12,683,0.2803,2.3,15,1,0,personal,0
35,34581.18,11758.67,24,504,0.3132,5.1,3,1,1,business,0
54,60916.96,17690.02,24,811,0.1756,2.0,7,0,0,education,0
59,48659.81,9924.97,24,725,0.4943,0.2,8,1,0,personal,1
34,41960.27,13063.64,12,512,0.5323,7.6,2,0,0,business,0
47,57265.7,16448.72,24,850,0.5218,8.0,5,1,0,business,0
35,22605.57,17716.65,48,620,0.1753,4.3,5,0,1,business,0
45,113554.34,19264.85,36,722,0.1087,5.3,4,0,0,education,0
22,58225.43,14314.3,48,778,0.553,0.2,8,0,0,business,0
51,94623.29,14767.04,36,578,0.3383,10.4,1,0,0,debt_consolidation,0
31,137621.85,12532.14,60,721,0.3499,2.4,19,1,1,debt_consolidation,1
31,47539.19,6832.87,36,696,0.1348,0.6,16,1,1,education,1
49,73879.15,28005.21,36,729,0.6806,6.2,2,0,0,personal,0
25,76878.11,16096.09,12,689,0.5102,1.5,7,0,0,business,0
35,33612.55,18303.61,24,714,0.4732,1.8,11,0,2,business,1
33,86231.26,16267.25,48,661,0.3084,4.1,8,0,0,business,0
59,99017.47,9629.89,12,634,0.5779,1.2,10,0,0,business,0
58,54380.47,33648.12,60,713,0.3785,11.8,8,0,0,debt_consolidation,0
31,76137.19,4088.06,48,681,0.136,3.4,8,0,1,home_improvement,0
62,68109.76,15821.87,24,535,0.048,0.3,7,0,0,debt_consolidation,0
48,59972.5,9083.01,60,677,0.063,3.7,15,1,1,education,0
63,90713.41,28171.95,12,688,0.3946,3.7,18,1,1,debt_consolidation,0
33,47812.45,11065.47,48,776,0.4449,1.7,10,0,0,debt_consolidation,0
43,55573.35,20440.88,60,675,0.2738,3.6,15,1,1,education,0
25,29874.34,2101.7,12,617,0.126,6.7,16,1,0,home_improvement,0
50,53128.73,18101.31,24,698,0.1123,8.6,18,0,0,home_improvement,0
57,89074.98,23158.97,24,683,0.4957,3.2,15,0,0,home_improvement,0
35,62117.23,19111.22,36,688,0.6309,2.8,17,0,0,business,0
33,49571.18,1000.0,48,626,0.1431,1.3,13,1,0,education,0
41,20000.0,7620.38,24,616,0.3633,0.3,10,1,1,debt_consolidation,0
44,26626.09,14363.9,60,667,0.1015,0.9,19,0,0,personal,0
43,31047.9,22407.64,48,551,0.0967,0.6,11,0,0,debt_consolidation,0
55,66217.62,10264.8,60,568,0.437,5.4,18,0,0,business,0
42,109947.12,10610.78,24,434,0.191,4.4,1,0,3,debt_consolidation,1
30,80440.16,10110.28,60,735,0.2589,1.3,17,0,0,debt_consolidation,0
31,61811.22,7273.31,60,639,0.065,5.9,16,1,0,business,0
31,84487.99,18119.9,48,757,0.5061,1.3,1,0,2,home_improvement,1
51,51901.88,8999.02,24,690,0.2072,9.8,15,0,2,debt_consolidation,0
54,20000.0,30569.4,24,609,0.0826,4.8,1,1,0,education,0
23,83129.65,12982.68,48,680,0.2428,2.7,16,0,1,education,0
53,87651.41,8790.39,36,583,0.2381,0.7,4,0,1,personal,0
38,36036.28,1078.68,48,630,0.0822,8.2,15,0,1,personal,0
49,67561.41,1000.0,12,603,0.2518,15.0,18,0,0,education,0
38,91543.15,28896.91,60,701,0.3397,7.7,9,0,0,debt_consolidation,0
35,30320.47,21465.71,36,621,0.3421,5.1,13,0,0,home_improvement,0
31,95524.05,15404.57,60,583,0.1721,1.4,2,0,0,home_improvement,0
55,86957.01,14189.76,48,646,0.1114,3.6,2,0,0,education,0
35,96762.52,1000.0,36,625,0.4995,5.0,12,0,0,home_improvement,0
38,116398.36,11572.78,48,675,0.2191,0.8,5,0,0,home_improvement,0
58,43916.35,4049.68,24,641,0.107,3.0,14,0,0,debt_consolidation,0
43,85755.73,12419.54,60,707,0.049,0.7,6,0,0,education,0
39,33786.21,9286.8,36,568,0.419,0.2,17,0,1,personal,0
56,49693.89,17376.65,36,838,0.2954,0.4,13,0,0,business,0
39,112974.81,10956.9,24,677,0.2234,1.8,14,0,0,business,1
51,83880.66,5433.5,48,552,0.0902,5.3,5,0,0,personal,1
58,49386.26,13461.02,24,640,0.2144,0.3,16,0,1,home_improvement,1
61,42445.95,15486.19,48,671,0.511,0.6,16,0,0,education,0
27,64683.06,20441.43,12,607,0.2046,2.1,14,1,0,business,0
36,45875.17,29838.44,24,759,0.2603,1.9,3,0,1,home_improvement,0
56,20622.52,34126.74,60,668,0.2916,0.3,5,0,0,debt_consolidation,0
47,61851.69,6822.46,24,533,0.2588,0.8,15,0,0,business,1
62,32288.05,12380.96,48,654,0.3137,7.2,14,2,0,home_improvement,1
48,51596.54,9257.62,12,671,0.5854,1.9,17,0,0,business,0
51,108850.24,1000.0,12,651,0.1636,5.0,7,0,2,business,0
32,53353.54,20399.15,60,594,0.603,9.5,13,0,0,home_improvement,0
45,28650.3,21817.26,60,681,0.4118,7.4,16,0,0,home_improvement,0
35,81525.52,6887.46,48,612,0.4756,4.8,16,1,0,education,0
44,68499.31,23842.76,24,689,0.2521,9.6,9,1,0,education,0
30,90196.94,17324.44,12,635,0.1563,4.2,18,1,1,home_improvement,1
63,64963.93,21635.56,12,710,0.245,0.3,7,0,0,home_improvement,0
39,65936.77,15767.99,48,622,0.2461,2.8,1,0,2,home_improvement,0
60,72691.09,12259.05,48,820,0.3407,0.5,19,0,0,business,0
40,96046.49,21512.37,24,658,0.2482,3.9,18,0,0,home_improvement,0
26,37359.81,18293.87,60,598,0.1606,0.0,13,0,0,education,0
39,91561.48,11980.03,60,683,0.5392,6.5,7,0,3,personal,0
54,69607.79,21814.21,24,842,0.2671,6.2,9,0,2,personal,0
59,84871.26,14286.81,36,717,0.6648,5.6,18,0,0,personal,0
34,34204.68,11226.46,36,542,0.355,0.6,3,0,2,business,0
30,45097.42,6226.8,48,834,0.5006,3.7,2,0,2,debt_consolidation,0
47,23484.55,30431.58,60,574,0.4515,2.3,15,0,0,personal,0
22,48024.0,9323.75,36,722,0.2241,7.2,13,0,1,debt_consolidation,0
33,60297.12,1000.0,48,663,0.192,1.6,7,0,1,debt_consolidation,0
45,32526.94,26366.17,12,566,0.071,1.3,7,2,0,education,1
22,47567.11,19304.85,60,609,0.0844,0.5,1,1,0,personal,0
25,72461.01,1000.0,12,758,0.3999,9.9,4,0,0,home_improvement,0
28,90067.1,24143.03,36,610,0.2093,1.4,18,0,0,debt_consolidation,0
49,62705.57,20006.07,60,677,0.0994,5.5,12,1,0,debt_consolidation,0
58,68077.31,21580.71,24,752,0.3181,32.0,3,1,1,debt_consolidation,0
26,59273.64,16799.21,60,744,0.3634,16.9,9,0,0,debt_consolidation,0
60,48586.61,18329.03,48,673,0.1122,2.1,12,1,1,business,0
53,56535.74,16176.02,24,748,0.2388,15.7,5,0,1,education,1
52,57645.97,13962.41,60,661,0.17,1.6,15,0,1,debt_consolidation,1
36,82184.86,20110.17,12,559,0.2577,1.8,5,0,0,home_improvement,1
24,88283.07,17236.96,48,648,0.1161,1.8,13,1,0,education,0
36,65374.96,3749.14,36,697,0.3356,0.3,18,1,0,home_improvement,0
64,47632.66,7194.04,48,512,0.5161,3.9,1,0,0,home_improvement,0
39,20000.0,13199.67,48,660,0.1058,11.3,19,1,0,home_improvement,0
42,40690.22,1958.62,24,705,0.1518,13.1,14,0,0,business,0
31,72443.39,12519.79,48,850,0.2753,5.4,9,0,1,personal,0
42,55330.27,15912.89,60,612,0.5783,11.9,18,0,0,business,0
47,58651.97,6293.15,60,814,0.2158,4.8,11,0,1,personal,0
62,25474.57,24638.43,60,725,0.3139,9.0,9,0,1,home_improvement,0
24,56147.07,5360.52,36,653,0.2814,2.2,13,0,1,home_improvement,0
22,83560.64,9687.12,36,592,0.0548,27.3,2,2,1,debt_consolidation,0
42,20072.01,18176.87,48,655,0.212,6.5,8,1,0,debt_consolidation,0
32,20000.0,8610.03,12,738,0.3225,1.2,5,0,0,personal,0
37,32502.29,17824.17,48,509,0.2319,6.0,8,0,0,education,0
56,70220.47,6974.25,12,670,0.5466,4.7,11,0,1,home_improvement,0
42,41122.93,25725.46,60,639,0.2648,1.0,11,1,1,education,0
62,84100.88,8681.81,36,643,0.2965,2.5,19,0,1,education,0
32,88708.0,4628.44,24,758,0.5798,3.6,16,1,0,business,0
52,29064.22,18180.63,12,707,0.0625,4.5,9,0,2,personal,0
22,86069.22,14445.32,48,646,0.2029,1.2,15,1,0,business,0
62,87817.8,1059.03,60,777,0.2423,2.9,10,0,0,personal,0
53,68985.66,16588.32,12,734,0.1513,0.7,10,0,0,debt_consolidation,0
24,58473.79,20243.07,12,721,0.2815,12.8,18,0,1,education,0
53,91415.22,32658.48,48,795,0.4184,14.0,11,0,0,home_improvement,0
63,105900.03,16514.19,24,711,0.0913,4.7,8,1,0,personal,0
26,62942.04,1976.35,24,629,0.3617,5.1,15,0,0,personal,1
64,71272.64,34390.55,36,768,0.3146,4.1,15,0,2,education,0
58,82911.94,18574.67,48,578,0.0768,0.5,9,0,0,personal,0
33,109780.21,1000.0,48,807,0.2397,2.5,8,0,0,home_improvement,0
35,97303.09,19617.37,36,599,0.137,9.0,8,1,1,debt_consolidation,0
30,52443.64,15885.23,36,587,0.3075,0.8,2,0,1,debt_consolidation,1
28,96531.0,20659.27,24,692,0.269,7.7,19,0,0,home_improvement,0
37,20000.0,20351.5,60,667,0.1729,6.3,13,0,0,debt_consolidation,0
49,78284.49,19787.54,12,591,0.4001,8.9,15,0,0,education,0
28,136100.56,16598.71,48,680,0.3161,4.7,13,0,1,personal,0
35,33608.36,15245.57,12,676,0.0407,7.9,15,0,0,home_improvement,0
53,60974.92,21075.93,24,624,0.0268,8.1,10,0,0,personal,0
29,52659.52,1000.0,60,686,0.0913,5.2,4,1,0,home_improvement,0
48,56505.68,9053.97,12,686,0.1108,10.6,18,0,0,business,0
24,88684.71,17554.21,48,768,0.1761,5.0,2,0,0,education,0
48,86667.78,9046.99,12,553,0.2095,0.2,17,0,2,debt_consolidation,0
51,81965.09,16315.47,36,530,0.4093,17.9,5,0,0,personal,0
55,70627.19,6063.6,12,635,0.4066,5.1,3,0,0,personal,0
47,84284.27,11494.5,24,665,0.3263,2.9,11,0,1,home_improvement,0
58,50881.13,16278.78,36,732,0.3792,7.9,10,1,0,personal,0
61,80078.67,21103.41,48,569,0.3774,4.0,2,0,3,debt_consolidation,0
43,78013.04,27149.15,24,648,0.4367,2.9,18,0,1,debt_consolidation,0
53,47522.66,22480.64,24,574,0.2885,0.1,13,0,0,personal,0
62,63837.74,19697.11,12,727,0.0773,16.3,18,1,0,personal,0
23,67324.35,8193.18,12,589,0.2334,18.4,18,2,0,education,0
29,61676.26,19241.4,60,561,0.1715,6.8,8,0,0,home_improvement,0
63,52279.07,8608.44,12,754,0.3465,1.6,7,0,1,personal,0
28,45759.13,10249.01,12,760,0.2979,2.3,2,0,0,education,0
40,40451.61,9034.55,48,548,0.2097,2.2,15,0,1,education,0
54,58826.82,27720.3,36,668,0.3658,1.9,6,0,0,debt_consolidation,0
23,68766.44,14821.45,36,737,0.3857,10.6,14,0,0,education,0
24,103664.38,9129.54,24,707,0.5554,3.1,2,1,0,debt_consolidation,0
49,22614.46,31688.36,12,740,0.1986,2.9,6,1,0,business,0
35,85648.1,1303.58,36,625,0.2197,2.9,13,0,2,business,0
36,114261.57,9067.53,24,795,0.3786,0.2,7,0,1,business,0
42,20000.0,20229.11,36,734,0.0356,6.8,12,1,0,personal,0
35,110942.07,13047.45,12,812,0.3422,0.1,5,0,0,business,1
61,105790.92,20984.92,36,713,0.1215,1.8,4,0,0,education,0
39,67973.86,11067.38,48,732,0.1758,0.8,10,0,0,education,0
60,59683.06,14508.12,24,739,0.2385,2.9,2,0,0,debt_consolidation,0
41,48877.38,18880.51,36,677,0.3816,0.5,17,0,0,business,0
22,56365.35,16326.02,36,690,0.7274,2.4,7,0,0,education,0
30,58998.97,8326.01,24,731,0.1308,15.2,12,0,0,education,0
30,55922.63,9242.9,48,751,0.2473,0.5,10,0,0,personal,1
64,52689.0,10150.98,60,638,0.5001,5.7,12,0,0,business,0
59,121422.54,7301.85,24,730,0.042,4.2,10,1,0,education,0
60,63425.02,20409.14,24,637,0.0545,2.9,10,0,1,debt_consolidation,0
50,55512.51,18859.16,36,630,0.2464,0.3,14,1,1,personal,0
36,73922.64,7749.91,48,689,0.2293,0.8,8,0,0,business,0
41,99917.5,23808.98,48,697,0.0767,3.3,12,0,0,debt_consolidation,0
59,50470.74,23906.39,24,777,0.2088,0.1,4,1,1,education,0
62,89912.04,28203.03,60,584,0.6136,18.7,3,1,0,personal,0
51,72974.55,40032.81,60,648,0.3954,4.1,3,0,1,personal,1
47,55534.32,1599.64,24,665,0.6106,1.0,8,1,0,business,0
27,80396.93,4309.86,12,728,0.302,2.4,6,0,0,business,0
60,104369.0,15849.56,36,548,0.4825,0.4,11,0,0,home_improvement,0
38,72148.92,16697.17,24,689,0.3329,0.2,1,0,0,education,0
27,86212.6,19292.14,48,759,0.5672,2.1,10,0,1,education,0
49,72666.53,12515.66,24,598,0.2311,0.3,6,0,0,personal,0
30,150675.77,20079.69,24,638,0.5208,0.3,12,0,0,personal,0
48,73412.54,1000.0,12,823,0.3064,2.0,6,0,0,home_improvement,1
56,124392.62,7149.36,12,767,0.5421,0.1,7,0,0,business,0
27,101556.07,17244.02,48,638,0.1568,1.3,13,0,1,business,1
25,68861.76,23835.21,12,539,0.169,17.9,3,0,0,home_improvement,0
37,53450.56,15399.27,24,702,0.2946,5.8,14,0,0,home_improvement,0
44,66099.28,2358.43,60,660,0.0599,6.7,4,0,0,debt_consolidation,0
44,84081.1,24083.4,24,631,0.3408,1.5,11,0,1,debt_consolidation,0
50,78987.64,16356.54,24,672,0.1746,6.1,4,0,1,business,0
62,43366.39,7767.49,48,610,0.1293,3.0,5,0,0,personal,0
25,75372.58,7632.82,24,604,0.2829,10.7,16,0,0,home_improvement,0
61,45646.52,9179.64,60,810,0.2469,0.1,4,1,0,education,0
61,104485.35,8332.73,60,739,0.5087,17.8,4,0,2,debt_consolidation,0
45,36830.98,2113.52,60,543,0.5663,2.7,3,0,0,debt_consolidation,0
27,32776.36,18802.21,48,718,0.2357,1.3,3,0,1,home_improvement,0
61,72215.4,5128.52,48,763,0.1016,4.6,8,1,0,business,0
27,53204.29,12758.38,60,734,0.0956,2.0,3,2,0,home_improvement,0
35,75603.05,14011.06,60,810,0.3122,0.3,10,0,1,home_improvement,0
35,100380.73,11189.98,36,697,0.4134,3.3,2,0,0,personal,0
56,110398.86,20237.22,60,582,0.279,7.6,15,0,0,debt_consolidation,0
27,30165.07,17233.74,12,799,0.2789,16.5,15,0,0,education,0
